Year,Title,Journal,Authors,Cite,Source
2019,Dualities and inhomogeneous phases in dense quark matter with chiral and isospin imbalances in the framework of effective model,"Journal of High Energy Physics 2019 (6), 1-27, 2019","TG Khunjua, KG Klimenko, RN Zhokhov",21,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14803267526508383538
2019,Chiral imbalanced hot and dense quark matter: NJL analysis at the physical point and comparison with lattice QCD,"The European Physical Journal C 79 (2), 1-19, 2019","TG Khunjua, KG Klimenko, RN Zhokhov",25,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12734021959222165399
2019,High order harmonics generation via laser reflection at electron density peaks,"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","J Mu, Y Gu, TM Jeong, P Valenta, O Klimo, TZ Esirkepov, AS Pirozhkov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1SHMjVdekzgC
2019,Generation of collimated quasi-mono-energetic ion beams using a double layer target with interface modulations,"Laser Acceleration of Electrons, Protons, and Ions V 11037, 110370Z, 2019","M Matys, K Nishihara, M Danielova, J Psikal, G Korn, SV Bulanov",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:X8BjL4xH9TEC
2019,Electromagnetic shock waves propagating in quantum vacuum,"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","H Kadlecova, G Korn, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:9J2MkEO4F58C
2019,Boosted high order harmonics from electron density singularity formed at the relativistic laser bow wave,"arXiv preprint arXiv:1904.05574, 2019","J Mu, TZ Esirkepov, Y Gu, TM Jeong, P Valenta, AS Pirozhkov, JK Koga, ...",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Ab2RJfL8IIoC
2019,Progress toward atomic diagnostics of ultrahigh laser intensities,"Physical Review A 99 (4), 043405, 2019","MF Ciappina, SV Popruzhenko, SV Bulanov, T Ditmire, G Korn, S Weber",31,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:nFsND8bGYWMC
2019,Dynamics of relativistic laser-produced plasmas,"Rendiconti Lincei. Scienze Fisiche e Naturali 30 (1), 5-9, 2019",SV Bulanov,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ChpodzSA2tgC
2019,Electromagnetic shocks in the quantum vacuum,"Physical Review D 99 (3), 036002, 2019","H Kadlecová, G Korn, SV Bulanov",22,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:hRqfHK2Mmv8C
2019,Calibration of ultrahigh laser intensities using multiple ionization of atoms,"V International conference «Laser, plasma research and technologies» LaPlaz …, 2019","SV Popruzhenko, M Ch'yappina, SV Bulanov, G Korn, S Veber, T Ditmajer",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:X70gzxFUz0EC
2019,"Том. 11037. Laser Acceleration of Electrons, Protons, and Ions V.-Сер. Laser Acceleration of Electrons, Protons, and Ions V",unknown,"S Vallières, P Puyuelo-Valdes, M Salvadori, C Bienvenue, S Payeur, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:3jcDufT8s9IC
2019,"4, Entering New Frontiers with Petawatt-Class Lasers Том. 11039. Research Using Extreme Light: Entering New Frontiers with Petawatt-Class Lasers IV.-Сер. Research Using Extreme …",unknown,"F MacKenroth, N Kumar, A Di Piazza, M Tamburini, N Neitz, CH Keitel, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:9m1HyXbb1KYC
2019,High harmonic generation and QED effects induced by relativistic oscillating mirror,"APS Division of Plasma Physics Meeting Abstracts 2019, PO4. 015, 2019","Y Gu, O Klimo, S Weber, G Korn, S Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:5qzlj8FBphgC
2019,Research Using Extreme Light: Entering New Frontiers with Petawatt-Class Lasers IV,"Proc. of SPIE Vol 11039, 1103901-1, 2019","G Korn, LO Silva, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:8-aJy9WCPRoC
2019,Discovery of burst intensification by singularity emitting radiation (biser),"Сборник тезисов конференции «Complex Systems of Charged Particles and their …, 2019","AS Pirozhkov, TZ Esirkepov, AY Faenov, TA Pikuz, A Sagisaka, K Ogura, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:MaysuDekk9sC
2019,Diagnostics of ultrahigh laser intensities with tunnel ionization of heavy atoms,"Сборник тезисов конференции «Complex Systems of Charged Particles and their …, 2019","SV Popruzhenko, M Ciappina, SV Bulanov, G Korn, T Ditmire, S Weber",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:AmfT9Fphy6YC
2019,Coherent x-ray emission from relativistic plasma singularities (biser),"Сборник тезисов конференции «Complex Systems of Charged Particles and their …, 2019","AS Pirozhkov, TZ Esirkepov, A Sagisaka, K Ogura, TA Pikuz, AY Faenov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:-ZWHNkF3eO0C
2019,Variation in electron emission time in weakly nonlinear laser wakefield acceleration,"Physical Review Accelerators and Beams 22 (12), 121301, 2019","K Huang, H Kotaki, M Mori, T Esirkepov, JK Koga, Y Hayashi, N Nakanii, ...",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1JVxM6fHT40C
2019,Electromagnetic Burst Generation during Annihilation of Magnetic field in Relativistic Laser-plasma interaction,"Scientific reports 9 (1), 1-10, 2019","YJ Gu, F Pegoraro, PV Sasorov, D Golovin, A Yogo, G Korn, SV Bulanov",11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:02qyplpeh24C
2019,Multiple colliding laser pulses as a basis for studying high-field high-energy physics,"Physical Review A 100 (6), 063404, 2019","J Magnusson, A Gonoskov, M Marklund, TZ Esirkepov, JK Koga, K Kondo, ...",13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:9e7BU-GNZKwC
2019,High-Order Harmonics from Laser Irradiated Electron Density Singularity Formed at the Bow Wave in the Laser Plasma,"Physics of Wave Phenomena 27 (4), 247-256, 2019","J Mu, TZ Esirkepov, P Valenta, TM Jeong, Y Gu, JK Koga, AS Pirozhkov, ...",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:mjG2WNgDKBoC
2019,Generation of superposition modes by polarization-phase coupling in a cylindrical vector orbital angular momentum beam,"OSA Continuum 2 (9), 2718-2727, 2019","TM Jeong, S Bulanov, W Yan, S Weber, G Korn",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:EJ6cC2BCOHIC
2019,Optimisation of Thin Plastic Foil Targets for Production of Laser-Generated Protons in the GeV Range,"arXiv preprint arXiv:1908.05151, 2019","P Hadjisolomou, IP Tsygvintsev, P Sasorov, V Gasilov, G Korn, ...",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:sF-Be9HeOTEC
2019,Hodograph solutions of the wave equation of nonlinear electrodynamics in the quantum vacuum,"Physical Review D 100 (3), 036004, 2019","F Pegoraro, SV Bulanov",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:jf_cyAkbRPUC
2019,Synergic Cherenkov-Compton radiation,"Physical Review D 100 (1), 016012, 2019","SV Bulanov, P Sasorov, SS Bulanov, G Korn",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HDalfDz31moC
2019,Imprint of the stochastic nature of photon emission by electrons on the proton energy spectra in the laser-plasma interaction,"Plasma Physics and Controlled Fusion 61 (8), 084010, 2019","F Wan, K Xue, ZK Dou, KZ Hatsagortsyan, W Yan, D Khikhlukha, ...",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:UpNrVCuNAQgC
2019,Laser-driven generation of collimated quasi-monoenergetic proton beam using double-layer target with interface modulations,"arXiv preprint arXiv:1907.03489, 2019","M Matys, K Nishihara, M Kecova, J Psikal, G Korn, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:CEegLu37BmcC
2019,Laser-particle collider for multi-GeV photon production,"Physical review letters 122 (25), 254801, 2019","J Magnusson, A Gonoskov, M Marklund, TZ Esirkepov, JK Koga, K Kondo, ...",30,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:VRZQuj8QWpIC
2019,Properties of finite amplitude electromagnetic waves propagating in the quantum vacuum,"Plasma Physics and Controlled Fusion 61 (8), 084002, 2019","H Kadlecová, SV Bulanov, G Korn",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:KcPShcMc7UQC
2019,Using high-field ionization for ultrahigh laser pulse intensity calibration (Conference Presentation),"Relativistic Plasma Waves and Particle Beams as Coherent and Incoherent …, 2019","M Ciappina, SV Popruzhenko, G Korn, T Ditmire, S Weber, S Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:uaaMcXJslJcC
2019,High harmonic generation and QED effects induced by relativistic oscillating mirror (Conference Presentation),"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","Y Gu, O Klimo, S Weber, S Bulanov, G Korn",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:O0LbnYWBPHIC
2019,Laser-particle collider for multi-GeV photon production (Conference Presentation),"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","SS Bulanov, J Magnusson, A Gonoskov, M Marklund, TZ Esirkepov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:g_VxJh_UtzoC
2019,High power gamma flare generation in multipetawatt laser interaction with tailored targets (Conference Presentation),"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","KV Lezhnin, P Sasorov, S Bulanov, G Korn",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:jY3sEdjNJ28C
2019,Laser-driven secondary sources of X-rays and particles at ELI Beamlines (Conference Presentation),"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","G Korn, SV Bulanov, D Margarone, J Nejdl, A Molodozhentsev, T Levato, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:n0yAh_twS0EC
2019,Tight focusing of radially polarized laser pulses (Conference Presentation),"Research Using Extreme Light: Entering New Frontiers with Petawatt-Class …, 2019","TM Jeong, S Bulanov, S Weber, G Korn",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:I_OEG5jR2MkC
2019,Using high-field ionization for laser intensity calibration,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts 2019 …, 2019","M Ciappina, S Popruzhenko, S Bulanov, T Ditmire, G Korn, S Weber",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:00bzhYjBgKQC
2019,Wakefield excited by ultrashort laser pulses in near-critical density plasmas,"Laser Acceleration of Electrons, Protons, and Ions V 11037, 110370T, 2019","P Valenta, O Klimo, GM Grittani, TZ Esirkepov, G Korn, SV Bulanov",5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=60&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:LNwED7MYg98C
2018,Continuous performance task in ADHD: Is reaction time variability a key measure?,"Neuropsychiatric disease and treatment 14, 781, 2018","F Levy, A Pipingas, EV Harris, M Farrow, RB Silberstein",18,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&sortby=pubdate&citation_for_view=afATWNwAAAAJ:j8SEvjWlNXcC
2018,The neuroscience of social television,"Applications of neuroscience: breakthroughs in research and practice, 413-426, 2018","SA Seixas, GE Nield, P Pynta, RB Silberstein",8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&sortby=pubdate&citation_for_view=afATWNwAAAAJ:ZuybSZzF8UAC
2018,"Dualities in dense quark matter with isospin, chiral, and chiral isospin imbalance in the framework of the large- limit of the model","Physical Review D 98 (5), 054030, 2018","TG Khunjua, KG Klimenko, RN Zhokhov",26,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15257954503482649433
2018,Duality and Charged Pion Condensation in Chirally Asymmetric Dense Quark Matter in the Framework of an NJL2 Model,"International Journal of Modern Physics: Conference Series 47, 1860093, 2018","TG Khunjua, VC Zhukovsky, KG Klimenko, RN Zhokhov",6,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5173695266861718333
2018,Dense baryon matter with isospin and chiral imbalance in the framework of a model at large : Duality between chiral symmetry breaking and charged pion …,"Physical Review D 97 (5), 054036, 2018","TG Khunjua, KG Klimenko, RN Zhokhov",31,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9542845867325106169
2018,Dense quark matter with chiral and isospin imbalance: NJL-model consideration,"EPJ Web of Conferences 191, 05015, 2018","T Khunjua, K Klimenko, R Zhokhov",6,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17570014514558925178
2018,Affinity of NJL2 and NJL4 model results on duality and pion condensation in chiral asymmetric dense quark matter,"EPJ Web of Conferences 191, 05016, 2018","TG Khunjua, KG Klimenko, RN Zhokhov–Larionov",8,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11165941880188292006
2018,X-ray emission from stainless steel foils irradiated by femtosecond petawatt laser pulses,"Journal of Physics: Conference Series 946 (1), 012018, 2018","MA Alkhimova, AY Faenov, TA Pikuz, IY Skobelev, SA Pikuz, M Nishiuchi, ...",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=120&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:pmpdM2zT1M8C
2018,High power gamma flare generation in multi-petawatt laser interaction with tailored targets,"Physics of Plasmas 25 (12), 123105, 2018","KV Lezhnin, PV Sasorov, G Korn, SV Bulanov",27,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ybo9GWVbjlMC
2018,Brilliant gamma-ray beam and electron–positron pair production by enhanced attosecond pulses,"Communications Physics 1 (1), 1-9, 2018","YJ Gu, O Klimo, SV Bulanov, S Weber",25,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:veuxFd29oYUC
2018,Analysis on the longitudinal field strength formed by tightly-focused radially-polarized femtosecond petawatt laser pulse,"Optics Express 26 (25), 33091-33107, 2018","TM Jeong, S Bulanov, S Weber, G Korn",13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:eLuibZyXBAwC
2018,On annihilation of the relativistic electron vortex pair in collisionless plasmas,"Journal of Plasma Physics 84 (6), 2018","KV Lezhnin, FF Kamenets, TZ Esirkepov, SV Bulanov",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:K2M-mhe8R-QC
2018,Generation of Short Wavelength Radiation and Energetic Particles by Using PW-Class Lasers,"International Conference on X-ray Lasers, 37-43, 2018","T Kawachi, M Nishikino, A Sasaki, N Hasegawa, M Ishino, TH Dinh, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=80&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:mmB7mgFr6HwC
2018,ILC ビームダンプにおける高強度場科学推進とその応用,"arXiv preprint arXiv:1809.00285, 2018","JK KogaA, M KandoA, TZ EsirkepovA, SV BulanovA, SS BulanovC, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=100&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:yzEDURfg1-kC
2018,"HELL: high-energy electrons by laser light, a user-oriented experimental platform at ELI beamlines","Applied Sciences 8 (9), 1565, 2018","T Levato, S Bonora, GM Grittani, CM Lazzarini, MF Nawaz, M Nevrkla, ...",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=100&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:xMaaESzsSl8C
